published,source,title,url,query,first_seen
2026-09-14,The Guardian Nigeria News,Investors lose N1.96tr to Dangote IPO pressure in one week - The Guardian Nigeria News,https://news.google.com/rss/articles/CBMingFBVV95cUxPcldrby12c0w4aFEwa0dUU2RrMVJ5SGlNV0wyRUJVWlJuSUxjMGMzemktTEZXRUZSQXFRNGhxamFmYTdZcTgtX1gtSDJpTHJfSVQ5SEQzbGFFZk0tZG5VbXlnNWEta05ENnpYSWZaZzc4QUxsclhjWjExYmlmZ2lPcFdGREp3UFJkd01YdUtfTW1LYlRjMDBMdGZfWFMzQQ?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,TheCable,SEC warns investors against unauthorised Dangote refinery IPO channels - TheCable,https://news.google.com/rss/articles/CBMimwFBVV95cUxPNlZzdnBTVE1tcTB2WWNtT3FZaWg1WER2REo4TmNQeEc2LUxHM2VMemhDSkt4OFFFQ0Y5YmpCYmREQ1dJWDhLZGRlMkd5cTRscEE4c0tKbDVZRW1OMnptSTNYdTNuaDMtWTAxTlU1a2oxZ0hFTmJkYlNkTk82TzdRLTRPSHBvWWRGWHZvNXNzM1dkOHhsZzEyUHpZSQ?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,Channels Television,[IN PICTURES] Dangote Refinery’s Historic IPO Opening At NGX - Channels Television,https://news.google.com/rss/articles/CBMinAFBVV95cUxPd19UMlJVY3pSRUN0dmlnVWtRQ2M5TzIzWHRKYVhlTGlmbDI3M1JfZUdoOTV3MDE3bk83QWhiZlFEMUVUTGVkNjFCMGlXTXF0WUlzQk1xbGRPUkhxcmpmNTJaU3pjYi1rOHkxQUJITlJ5eUpSMUtDTlVXVlhoTU1qWWhCVTlFZ0NfdWNHZlZoUjJmNkFfNk13ekxRN24?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,Punch Newspapers,Dangote refinery begins N2.15tn share offer today - Punch Newspapers,https://news.google.com/rss/articles/CBMiekFVX3lxTFAxb200enl2QzZtNS13OUZ1eGFSeGZLNjJBeG82enpuc1djYllBRGJ4VnBGN01fZGwwbzdQWFhIN0xYb0tGUkthWkswQXFXWUQwOTFxclRaelkybFZnOW5aczlfV1BkLXk5NEhJX0pjeWlWUWpiQkMwaTdn?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,africanews.com,Dangote refinery opens to public ownership in Africa's biggest IPO - africanews.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxOdFdyMHVFYk9zaUJHODdjV09lSWhHMnJCN0V1ZkI2bzJjLWl2cWVJaUxkVm5VaDNSQ1Bud0lYSzNpdDZLYTMzNzJSQWhiMXVjOFhWdFc1cV96bFdEY1lGVW0yR0FwaVNuNDdsVXVqWE5lcFFkOVpRVnRYTlNrUHRaNEE5OGJFaVdQSm93MHBUUTVuNU9BbGU0YnNTd1lYbVNoUGJEcDc4MNIBrAFBVV95cUxPNVUxaC04R2VhMzV3bENQQk9zZUJVTU5NcHpwQW9RNmlrQzEwZjExckhhZHVJWGFtX2FWbjJxSm9JRlF2WS13X1NDNUs1anoxQlZDZ3k3MTA5WjdfaTFubHpvWkQzdngtTFRNQTFvR2k5aXB2MXNXUUJmVHRaZ094QzNjam1meDQ0WWhPMlZIZ0F6anpEODlLNkN4M3U4X2lxVWZCZFBkeGJLU2lp?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,TheCable,UBA opens subscription channel for Dangote refinery IPO - TheCable,https://news.google.com/rss/articles/CBMihwFBVV95cUxQN1NtcEQzRzJMc3dCUU5OWm9EZ19zaGdJSHNLTnNjRnFfcDlyNi02dU9JMnUwakFFY3NDX0c3M2s0b29NdWFFTDRIVFhid3lzN1dOQTVYMG4yeFlMZTh2WUZDS2I2YzdJaVRSaHIyc1E0R1RXanVWODJaazhDallHZUtJN0pVRVU?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,Reuters,Facts about Nigeria's Dangote oil refinery Initial Public Offering - Reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQdkdiZlZGd2FuZ05TaF9qcDQtTkpZNkJWaGZoTXZVcWE3M1FWWU4wUlo5a3FQMHU1REFLWnhSczRZdlJFUGRkRXZ2Q3pBTUI4Uzl2dUR5MTVwV0pmam1NTFhRakxHSjl5QUxxUjE4VDE0ZUhQZHE0aTVseHNFYWJqbzRiMTByeHg2SUFoR0J4Zm5ydG5mQkhVVlVPNnFLQWYxNTAtRmJCaUhrU054QkNZT24xMkdUR2l6?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,Arise News,"Dangote: ₦100,000 Refinery Investment Could Make You A Millionaire Within Two Years - Arise News",https://news.google.com/rss/articles/CBMisAFBVV95cUxOa19RV3NSdlN6eEpRRkhrMkVhdHpsUzcyekVwNWhiRm1yLS1KcmhRbzJTanhDMW5JaE5JeTUwT0NQeVQ0Z2Faa3JrNU1zU0ZkUnh4alhqckNrQ0szYmhHcThyRG82MWJXcWtnNXpvZGRPLW00OGoxUFpoVmNNSHNUTjhDcEVaTk9UU3NOMVNBdnVTR0FPY3dMbnY4a1Bnckl0MURPc0VwVFVIUDlWdTQyQQ?oc=5,Dangote refinery shares,2026-09-14
2026-09-14,Blueprint Newspapers,"Dangote refinery deepening economic inclusion, says MAN - Blueprint Newspapers",https://news.google.com/rss/articles/CBMiggFBVV95cUxNWldmeHRYM3dzeFI5RzJ1SlZlcHVDbno1RGhuX1U4R01zZkV6MVU4Umc5cVZIMkpFck1LbTVmelFtY2k4M2tGRHJELTE0S3V5cjJVcS1SRnJ0bUJaYzhpZ2xTTVN3QXBMazZpenRZZ2tOTkNSMkE3cjlsdUFsX2FzWGpn?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,leadership.ng,Dangote Refinery IPO: SEC Warns Investors Against Fraudulent Platforms - leadership.ng,https://news.google.com/rss/articles/CBMilwFBVV95cUxOWFRTekRlRFh0alZYbm5IWV95bGtHMVp0RkZoTGJEVnc3Uy1vMTlCMjJhWTQxOEJheDluNkVkQVFEbFdCNk50b2xrNWxBODd5NnU5bDZxTDRhM19ZYk0xUkYyS2ltQjhPVEc1eUgwa1d3TTZnRDFrRTNIN082V2JubjByX2k3Yjlhd2huak9nWTNuZy1nbDN3?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,leadership.ng,"Dangote Refinery IPO Goes Live On NGX, Targets 10m Investors - leadership.ng",https://news.google.com/rss/articles/CBMiigFBVV95cUxOY3g1aXoxQ0pRZXo0aDROQjh3REM5ZHp4bDRpVFhkRFZLbXdpaFRtODFXQjR3bWF1R3UyY0U5bWNfX3haZ0ZqQnRYbGNrYndMaE11MzZOdG5UOWJkbVNzRUhLNWVuY3VZTEVlUWN5bmR3VWtvRGhRUjFicktEdWFiUXFsU3dZcmR5RXc?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,Premium Times Nigeria,Dangote Refinery plans US listing in three to four years - Premium Times Nigeria,https://news.google.com/rss/articles/CBMivwFBVV95cUxOSC1EVHZwQ3RiZFg1dndRV1ZNTjUzRVNfNWxQR3hNYV9IZFlpOWFldktKRlhXbGNkUnZWRFJLdWI0OEw2T3VsaWxCRGZNb3NUdkR3c2podWxUT0RaczlLRjUzbV9wOS1ubURMTld1REplaHRpSWxRTVo5LXlhSTBqVUVKZmRoY0hqVHBIbS1SMFRIMnRLX1lLTk9DajhVQ3hjZU8yMmNUR0pmN3FxUTJJUTdlekp0YWVLNFVxa2RZSQ?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,Dabafinance,Dangote Launches Africa’s Biggest IPO With $1.6 Billion Share Sale - Dabafinance,https://news.google.com/rss/articles/CBMinAFBVV95cUxQMzB0ZzZZUkRSSWRWOHZWOU9ObkM0SnI4S2pMMVJvOEI0UEhKSzJEbFJ6LXFCU2IxT2JlX0VZeUREZG5Ta1pQXzI4dEN5MFZ0al9WSzhJLTlRTC1KcHRVRWZGZS1WeW5KeWxVS1BwOW9XRUlJekV0X010alJoaGdVM0J6MldlcFYydjVWajJrclRCdFoxbldZS2tWdnY?oc=5,"""Dangote refinery"" IPO",2026-09-14
2026-09-14,Anadolu Ajansı,Nigerian billionaire Dangote refinery launches $1.6B IPO to fund major expansion - Anadolu Ajansı,https://news.google.com/rss/articles/CBMiugFBVV95cUxQZVljNHppQU4tdEc2eFhEUGh0V1pGZUlrVEF0c1pGeVIzakRObXVlV0pyTE1lbnFVelZwY2hIYTB0d3puY1U1eHlMdk9qM2UweUtDcDlYOXZ4dW1qRzctY01vd1NGUDVwazNEYWg5Q0lTMjZmbUhwTE5RUlphMDV2dWQzQzhVc2VjLWMyRTRJd01nd29iZGJWN3FOMDhaaUQyX2U5ZmxFSG5scG9Dc0J0eUFxa0lPSTdrbEE?oc=5,"""Dangote refinery"" IPO",2026-09-14
2026-09-14,Techeconomy,Dangote Refinery IPO: Is Nigeria Ready for a New Generation of Retail Investors? - Techeconomy,https://news.google.com/rss/articles/CBMibEFVX3lxTFA3cjczUlpxRF9Idm5WbmRNN3lzNVF0UHNfa010Y04xWDJ6RG13WnA5eV9md0s3V2FYTWpKZU1FS1gyOTRSMXI2VlNuaHVZVmlJRUxSbGRRMUhobUJDV2tvRGY3Y2JVaE4wVGVwaw?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,PM News Nigeria,"UBA opens subscription channel for Dangote Refinery IPO, invites investors to participate - PM News Nigeria",https://news.google.com/rss/articles/CBMixAFBVV95cUxPaGpWN0VMNUJKTVhBc2NuZUFpUXpuaFVBR1ZsZlBLS1dkTWFDOTYyQ01RSUdwcl8wUVR2SC1KRlpnV3B4UTFMV0pIVVpMR1NFVTBSQU1yVGhxcWxySkQzUUxxU0N6ZGtGYlo0d2l0bzJVM2c5eV9SQXpEUUxTZFp3MDhNMWJ0bkZNTndNZmREVDNSeU1zWHFjSXprRkV6S19FMU9rajQyeGhlTGVqWE8waklZa0oxY0RCcGJ5eTF1b0RPTVo0?oc=5,Dangote refinery shares,2026-09-15
2026-09-14,PM News Nigeria,Dangote launches historic refinery IPO on NGX - PM News Nigeria,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOV2tGSEVNbEp5ZjI5VFpOM0FjTmpQZFJhOElNYS1kMlM0allXQWsyNTdwQV9taTZlXzNzRjhCcEhuNk9MXzNvMjdlbHlRN182WG0yZG1lRjM3WkZhUEQ5SWh1SFJvakZTMkNtaWpsMXZUaHFKOTVZclQ4djNwZktWR2Rybi1pWm9sY01V?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,Punch Newspapers,"Tinubu, Dangote refinery IPO, other top stories: Evening rec - Punch Newspapers",https://news.google.com/rss/articles/CBMi4gFBVV95cUxNenhvYk83OWhFaE1RMml3U1RTSXhtUE5fNUp5a1NGZUJPT1d1N2tzZklkd0FPM1BydVczTXNEU1dIbzdRbFZzTUFxWVpMNzhud19vQzV1M09qcGxfeWFET0VDazhxa3JFMXBWMDljb2Y4R1pxTUt6cUI5MlBYZ1lMVDUxVWZrMnB1LWNIT0FhV1pZS1ROb2xlbS13T1ZZNU8xSlVxYk1hM05zcDh2UENKdVl4S1lSX0pUM2xOaGNWb2FCaWpyYU9zSzItM2NLOHNuSG9XWmY0MDY5cVp4MnZlV3lB?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,THISDAYLIVE,"Banks, Insurers, Others List N2.7tn Shares on NGX Amid Recapitalisation - THISDAYLIVE",https://news.google.com/rss/articles/CBMirgFBVV95cUxPR3dfR29NRGJ6Tzc5ckxweF9TYWZVOGs3QWdnQ0QwRlNIRXhDZEtHNXlSV0k3ZmZfQkJmVFpzZ0ZXSE16WkxOZ1BfUjNmdlhmek9WMjNrT04xemFYcmt4Mmg0cjA3bDdjcmNjZktvQ01QemZUWVVQcHBSU2JfNFBYR1FVSjZ2NF9FNEpyaXhBRF9KcXZJcG1xaVUxNFRnVlltZlhwZ2hZVVI2VDYzbXc?oc=5,Dangote refinery shares,2026-09-14
2026-09-14,THISAGE,Dangote Refinery Opens N2.15tn IPO - THISAGE,https://news.google.com/rss/articles/CBMiakFVX3lxTE5UbjJrX1JCRHBEUXJ0X0JVVWhZeUlwWFZTd2twSGxjc3laS1EtdFVVYlBfTEIxLU5IOTF4eS1BdzNFakFGVmFnd2MwanpPdGpDZmw0SkhmY2JVM0JYRXB3cThFYm5IMjFsVUE?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,Punch Newspapers,Simple Access to the Dangote Refinery IPO with i-invest - Punch Newspapers,https://news.google.com/rss/articles/CBMiugFBVV95cUxNTGRWT1FoaURjckhma0lNdkJFak5NVk9NSU1CMlowNTdZZHREWU1GSjh3TEhwRWh2NVc5VGZOSlh3aF84WkRwdHM3YmtuMlB4VGE1Um9YS2FFRFRqdG5KVGYxdDBHNk96c1paLUFXNTNvRkJjcE5yMjBmY21DdkJZeTgya0g4ZUFXZmFUVFd2Q3EwQS1keDlfeDF5bjgxcWJZaXFOV0tGdy1JTC1BbWR3TW5lamxFLU9SMUE?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,THISDAYLIVE,‘Vetiva Acting as Lead Adviser to Dangote Petroleum Refinery IPO’ - THISDAYLIVE,https://news.google.com/rss/articles/CBMipgFBVV95cUxOYzJuUEtVNjNFd1gtX1JwbGU5S0xURkJfRUxEQmlNaDFRZENEMFRwem9SQ3JhdzRMQmRtdXZBRi1NOXRsRFRjbUt5Z2N0ZE5EMVNDbDE5SkdxTWJCV2ZsaVN3T1B6OXJBbjdfNlhHU0xOV0hMSlVFWVRSVDdhbjRTU2xLeXVrM1dOWExMc0pNckZueXFkUEZ2bE0zY3FVRFFwMVN2U05B?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,The ICIR,Dangote IPO rush overwhelms investment platforms as Nigerians scramble for refinery shares - The ICIR,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPcVBiUGFkWWNpTC1GQjlFM1VxWVlrNkpsQURwckgtc3EycVVGTGVfV2gxSWw1OUt2OVdDeHFCajJrU0dXNHh2eGVHZVhvYlV5aF81TGR6S3p1ZHJkbGdFM3AzbEpzUl9RUmU1Uk5TUG5lLWtsT0tyejlhLXRKNEtYZTZVTkRnbFdvTDBZOFZ0R083V0VfWEpwMHBfN2Q1a2VqR1Rvdk1hQTNDUjFBd1Q1NnRQTE0wX2pzZHdV?oc=5,"""Dangote refinery"" IPO",2026-09-15
2026-09-14,leadership.ng,"Bamboo, Cowrywise Down As Dangote Refinery IPO Triggers Traffic Surge - leadership.ng",https://news.google.com/rss/articles/CBMilgFBVV95cUxONzVyWlh0ZFpfMWdNNnltRzRUeG8zVUVsYUhoZVM5OTJGTXhFZXFTcklHbTdOWDhMVV85eW5lRVlvdmJWZWpLRHhZMkFMQlEzUXFhd3Q2aFJ1UzlfX1pLMG5IQ0hTTFhFa05GZUp0enc4NkF4M2g1NTNHOElERFdCMF9yUmhGMEVUZ3dkTUlENmd2bl8zbWc?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,worldpoliticsreview.com,Nigeria’s Dangote Refinery Launches Africa’s Biggest IPO - worldpoliticsreview.com,https://news.google.com/rss/articles/CBMifEFVX3lxTE1BckNzOHVzVWwyOVdkaVk2NFQzQmtwYXB1YUJvSE54Q0tuMDdHbEhiakp2ajYwdzdjN2VRTjJyN2xfbmZZZGN6NVF1ZFdiY19lNkpSUk4zZVM2c0w0S0FxS1p5RFpmWnZPS1lGWmNQa2lpc3BNUG9jTDNHU04?oc=5,"""Dangote refinery"" IPO",2026-09-15
2026-09-14,France 24,Business - Nigeria's Dangote refinery kicks off blockbuster IPO - France 24,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNWUhRdmtEejM0clQyejRtSjhvSnpPVFZOTnZraEJUNHpYT2tGYkM0SzdGRVd6R0F1eGVjemxuZ0p6QVl6dHlsWV91ZEI3cVFtQkV2di1wWlJUY1Bfbnp0UDl3OC1Cbm5OeGlOMEVuQXNDX1Z5d0NsWER4djF0MGw3T0RFbnYyeWF5d1hxcUpZbXRCV1ZpdnVvb2dVUm9sV2RwY1Y5bDlPZlBVX0k?oc=5,"""Dangote refinery"" IPO",2026-09-15
2026-09-14,Channels Television,"Refinery IPO Is About Democratising Wealth Creation, Not About Raising Money — Dangote - Channels Television",https://news.google.com/rss/articles/CBMivwFBVV95cUxOTkpZb1V1R0NWcUxMemVLY1pHbDJhSFV1T0UxMkZVUHU5b1dkWW1NZFZxaXk3NmswTVlDblMwNV81YVYzR3pJeWkwUGJZNXRHaXY3TEVLblk2MFVqb1hjcFlTY1NQeGxPeF9qYUVYdU9EbUdXeFI1YTlVWExjU1VNQ1E3WHRjbTNkMElHUF9JYnFiNy1UY2c3dk1MejVRTjdna1R4TjkyWEpid1g3bWp5ZmZKTTNEcUlmOHphZnVZQQ?oc=5,"""Dangote refinery"" IPO",2026-09-14
2026-09-14,21st CENTURY CHRONICLE,Dangote Refinery opens N2.15tn IPO on NGX - 21st CENTURY CHRONICLE,https://news.google.com/rss/articles/CBMigAFBVV95cUxQVmthUDJjYUhiRFNXdG9CbFdPNHFGaDdKVDFiTU80aDRjTFdYVTRyZzkxV1VycWxyd1VhWWRwRXkwQUZnNzd4TVNIOUxUX2R1S3Izd1pOd09acVh4aGZJcThvUFFfZGZjb3VscDZBN3BULUNMbUx0Q29hS3lxY3hNRA?oc=5,"""Dangote refinery"" IPO",2026-09-15
2026-09-14,Vanguard News,Dangote refinery IPO: Vetiva emerges lead adviser for landmark transaction - Vanguard News,https://news.google.com/rss/articles/CBMitAFBVV95cUxQcVpxRW44a3hnTUpDSlRaQndnc2ZaOTVCaXo2dzZjT19ZUjVNS09wLUR2ZHRmNjhFdG1vLXZFaGtGQ3gwaTZvcjVodDBiMzdVY20xSmdiajFCcDNHcVF6ekx0QzJVLVYzTjVxV2dOSVN2T3dkdXpXand2a3dNM1JLUUZTenp5SFJTZTJlQUpTWXNhZldBUFBXVGwtV09XVzFESGhZMGxHRzgxdXZJUjR3cHNUMVPSAbQBQVVfeXFMUHFacUVuOGt4Z01KQ0pUWkJ3Z3NmWjk1Qml6Nnc2Y09fWVI1TUtPcC1EdmR0ZjY4RXRtby12RWhrRkN4MGk2b3I1aHQwYjM3VWNtMUpnYmoxQnAzR3FRenpMdEMyVS1WM041cVdnTklTdk93ZHV6V2p3dmt3TTNSS1FGU3p6eUhSU2UyZUFKU1lzYWZXQVBQV1RsLVdPV1cxREhoWTBsR0c4MXV2SVI0d3BzVDFT?oc=5,"""Dangote refinery"" IPO",2026-09-15
2026-09-14,africanews.com,Aliko Dangote hails refinery IPO as 'historic day' for Africans - africanews.com,https://news.google.com/rss/articles/CBMiogFBVV95cUxONGN4SmxvaEM0eXEtTVluZURTb2VsSUZfZG90VmRZRXhpT0lsd1NtTGk0M0l1TkRGUUFVNGVESWpIZDAyU0xxWVJpZGFEVDRGQkJLTk5xYllRdzhUcVU1Umx2VktkcFZja1dOMHBJMnlvQjlhem54NndDOFM3UE5fdUhTWVNPTkh3NXNYekoya1NNcDJPNDI2eU5LSDVCbDh1U1HSAacBQVVfeXFMT2VOaFRTQmZuWWVuYmVwYVJvRVdnTFJjaHFYeVlLQ0k0OUFuZ0hSV3BzWGVWMnFhX2NVbGhxdnd6VzMzSk0zekM0enlyY2xHek1uQVpoNWh5NlhOMnNYSXVaWjI3RWxBbWRqNmdQczZ4WlNhcUtpNm00dUJqQ2dvbk1NdHRCZXF6VlNZdUhMdnNaNUxIdF9fYkNjTGk3OS1UbjJvU3d2UU0?oc=5,"""Dangote refinery"" IPO",2026-09-15
2026-09-14,Independent Newspaper Nigeria,Dangote Refinery IPO: FirstBank Opens Multiple Channels For Nigerians To Buy Shares - Independent Newspaper Nigeria,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOdWtVazRHTmp1c2JFSFpCMHRBZjZjWlg4M1FIdnpZWDdyQjZuOEhsak9waVVEUWZBRDhhMUs4RkpIZFhDdlF3SWFiMUs5eFBEV2s5dlJTSGh5TUZCWkhBendGVXpPdDMyLTNqLW1LTjRsTVp4T2w1TzRZQkxNN3NwOTFxWVZrUEl4dDh3WkUxblV6ZXZxNjZuLXI5T2VpVkdtVUhQc2R3c2d4UQ?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,TechNext.ng,Dangote Refinery unveils IPO prospectus: Here’s all you need to know about the huge ₦2.15tn affair - TechNext.ng,https://news.google.com/rss/articles/CBMid0FVX3lxTE56NGxUbktjNUJDa0VVYTFGbUFtMnd3OWNhcHNCVE9PZzN2YXJiU0stdS11dElhWF82N09IMU1VVkJEbzJXOEFLeFAtbWhON1hZUDhvdUxFWDdOTzlocU5sbmJJYm9oRklwRlljRWphVW83X05OOEdV?oc=5,"""Dangote refinery""",2026-09-17
2026-09-14,leadership.ng,Investors Subscribe Billions Of Naira Minutes After Dangote Refinery IPO Opened — Aig-Imoukhuede - leadership.ng,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPRmdpSTJSNXlZRW5GdTMwanNWbUtjb3pBTnc2YjZlODRicEdvZDVmc2toU2F6YkMwUkFfTkQxcUxTUV8xd0FNbUt2MDlWMTVvOFZkMS1jUnpxUktxSDlnZlhPUVVXVlJOdWhkY1hoUERMNm1lUmpwSjFEWFk1YXoxSWJMQ2Zsa1hyQTJxcUQ2aDJKYWNGRlpEM1RHaVdrcDdoNmVRZHl6azBtZ3JYczZwanZlUTBLdkll?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,The Nation Newspaper,Why subscribers should buy Dangote Refinery’s IPO through stockbrokers’ - The Nation Newspaper,https://news.google.com/rss/articles/CBMiogFBVV95cUxPa1FPOEhYRGVjRHNPSi1xREJFWjdSSm5mcWlVLWlCdlVRY1VZcmFocldLU2NpOEotQjlXSnp6QURTWlRCenhremQtRnNsakUyQmlTQW5vTEFPVGtPeWFiOXpyNXBSWUhQdkoyd1lOcE9QUlVMcXBvWWdFNjdobERoLUE1cEpTbVlnSk5fTVZOeXRTUE1lY2xuZzhIOVVLR19UZ0HSAacBQVVfeXFMTjlWMVROdVJPTHhEcG1mdWkyaVdfd0VRMV8xcVJUR2U2VW14LWprRTkwWW8xa1YtQ1dzVURrQ00tckI5by1iR3J4NlhFdGZKTy1tRHFkOERCelJxemlURWpUaWJJWnBMWnNhbWdwcHlCVlB3ZEViNEVUdVNXc1NNUFFvR2RqV0Q4SkZmNVJxN1NxMWJkdkw3QVBIc1c1Z2x2OFpxSFJqeUU?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,thefact.ng,Dangote Refinery Opens N2.15 Trillion IPO - thefact.ng,https://news.google.com/rss/articles/CBMibkFVX3lxTE11MDgxYVo5WDJZdENKc2J4M1BTSlIyUW1KZ3ZzY2gtWW1rN20tQ3dJWGFpaXhuVzVpbkJqSkZlQlVOTkkzY2F5eXlpUWlsVUw5cDV6TTNtTm9sOHVRQ0h4VDZSQy1GbVljS2FEaU53?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,thefact.ng,Dangote Refinery IPO Offers Nigerians Stake In Africa’s Biggest Industrial Success Story - thefact.ng,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOWHduTVJ4eF9CcHRSWThRNVlNMHdLS1J4c2dDYXVpdGd3X3VfaWNpYVJUZnY3eTdCVmZFSTZTck5MQWxIQmZHVzllb3RFZGtBQ1ZqQ3F4Tm9UWmVub0R6V3lGVTZlaTdOTlFzQWJiakVFVk1wMGVfcVZiNDBNTWNGQTB5dGdTQ0pHQ2ZYT3BESW92cUQyNGtXRVhSZHluMWtPWUpSNi1ranFkRVE?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,proshare.co,Dangote Refinery IPO opens as Group targets wider ownership and wealth creation through capital market - proshare.co,https://news.google.com/rss/articles/CBMijAJBVV95cUxOUjlQMmtmVm5LNWFtQW9zMkJZbG1qM2NyWjJZQ2RmMVN6VzA0UFJCRFRXNV9jVDdPczV5blZjNlNDZGFiS2pnSkVuclNyTXVqcTFLVmlGb2kzS3V2UGlvMlNFSTZIYXRLbmhEMGtCX1ZZWV9pb29wY184NzlQSDBweDdTWE12UGNIbTFLdFVuQnpvUWhvUnQtU2xNckt5OHFscklFTFhNeTdtcDRIUUN4UFdremxlVVBaZmRVSndCeGoyNmQxTUlwMUd2NjQ1TVQ1VUFtVDN2WkY2SlFxcDNXLWh6OUdmY3MzRy1jVHZGeWJTMTRUc3pTcVVxU3NiWnNWanQ0ZnZqbnA2TWNX?oc=5,"""Dangote refinery"" IPO",2026-09-15
2026-09-14,Business News Nigeria,"Dangote Refinery IPO draws Nairobi, Botswana bourse chiefs - Business News Nigeria",https://news.google.com/rss/articles/CBMinAFBVV95cUxQb1NyOS1VZGRuaGdNRGZqOWxlX24zZ2JKU2d5MThtOHl5amZVOEM0c0FUbFZhWU05WWVwdTdYXzZRYlRBRXhDd1EwSFJkcEpXNnc3QndYTGtqWGZCV2NTeE5hbDBKTl9NYnIzcmNfbndmbXFnUTAxRHlOckZiczRQVjdhN2ZLNG0tRXBWSWFZMUw4ZnpqQXRNVFNGaW4?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,BBC,Dangote refinery: Nigerians buying into Africa’s biggest share sale - BBC,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5rR2NBbjVPU002MXpBc0w0LUt1dDZRT3NRbGwtWGNtal9YWGpfTU9mV20yRlRkU3VteXNhX19NNXJ5aW94SFBjckdoVGtSdWRxdUhHMTd4RTBrWWx5SGc?oc=5,Dangote refinery shares,2026-09-15
2026-09-14,Tribune Online,The world’s great refineries: Lessons for Dangote and Nigeria - Tribune Online,https://news.google.com/rss/articles/CBMiT0FVX3lxTE9STzdhMk9yTGZEZmlsaDE1LWxCeXlzOFhranhoZklmLUxJeHpfUFBTV3o0RjdubExvbVNBMW1sQlE2eloxd252dU5OLUZmaUE?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,Business News Nigeria,Dangote Refinery listing turns NGX into Africa’s undisputed heavyweight - Business News Nigeria,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNQ3NNalk4UWl3VnR0QkgzTmg3cDNKUjVsWkxXMEZzbDRuSnhvZEU3UGlyZlM5bnZ3RzNzdnZIZU5tSjYzY3BMaUpUVzItcEpCQ3FWMmpMT3pCQmdoOWFOUFkySUloNGRIanYxbHBkNHY0X0JSRjRmbFVxS3JQRDNrS2NHdkNEZy1yWlJYNmJQZGh0UFR1MmJQNDA0OGQ5YnlrRHZ0NVF2UFJndw?oc=5,"""Dangote refinery""",2026-09-14
2026-09-14,Business News Nigeria,Investors inject over $7m in first hour as Dangote Refinery IPO opens - Business News Nigeria,https://news.google.com/rss/articles/CBMirAFBVV95cUxPMlRtM2VTcUl4Z2VDdGZBUU1ubWhHSzVSRDN3MzA3Z0x6ZmNGMlg4M29ibG5YRWxzSlJzekZRSlhyaVpVX2tvaTc0ZUUxN2NmQ3FmN01tOFUtM1dtT3RzRm5LUVBicmFiY0xxelI0ZnlsYzRlM2pSQTAtTHN5MWhKSmdod2x0V0dwV1QzVDJCTFd0X1U3Mjl5R0tfTXYzZnFrSW1Da012Z1FnbHZj?oc=5,"""Dangote refinery""",2026-09-15
2026-09-14,AP News,"Africa's biggest oil refinery opens to public ownership, sparking excitement among retail investors - AP News",https://news.google.com/rss/articles/CBMijAFBVV95cUxQTWZMcnJidWlQN3NjYlh3TWtDN1RYVS1GbmxaMGExRUpXMG9KV1l0clVSbk9YQS0yMktOemtkakxvNmZlTjktQ3hheDBCRWhkMHNDbWtJT0c1M09BblduNlRraTRObEF3a0lZY3pVLVRoM0dwSGx0SFdVUXRsWEFpd1lmUWdvSktMbDNMdQ?oc=5,"""Dangote refinery"" IPO",2026-09-17
